Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            4812009172366052534235573491140461770107856018118409
 514    10  2^3.1543.120277.57039521761081.688337912506999.1329772662933524112502310453951741137.1303684432177220040931\
            228503924522275783855152532699243445654450720942101263148269.1720913254518608078999697740278242371099939495\
            837448628479480528191193764106481658724739273
 515     8  2.11^2.1031.13904017381.6957596529882152968992225251835887181478451547013.813900611549010409150471909635094\
            93467072953179621.26558358691555395468992774819365331751315242659283851081446245902535452774407660710917388\
            5844248007550245844534973452272001013120031
 516    28  2^4.5.7.13.73.173.431.1033.1549.4129.27091.470593.1651439941.2199072289.2641485701.28395735937.55473422113.
            903239908009.3496872198697.7822354593043.380808546861411923.82064241848634269407.91285156566285711089424496\
            9.24265926794596097277813268849.1814495881372892619822140165476168369
 517    12  2.23.1223.3851.21997.5112661.96656723.18121754584561.11564421035953127.195823481748025157463422904654781.43\
            9353102824911497759602166124705290731.110582335504499023420193738831204436303562234622785352330412196778153\
            030043660971684441387633094950503099807268663433937
 518    16  2^3.547.1093.2591.3109.18131.18427.107671.13097927.56737873.17189128703.44126729767.11107306504434038824580\
            6220987485153354252525298486083784833922800963664854519266796697307.162333897165894374219502084711820738217\
            342060415953888997823188755421387607705331738999130859381
 519    10  2.13.347.4153.762239.78539233.2125048865543.5907694552891069.3098542870038804550895901805439281076203314928\
            0306907746766819.484333111982404401976520482166118642333849236758969101592116020687504410250364449982981158\
            55985739097830513112646288817274535923452133901
 520    30  2^5.5^2.11^2.41.53.61.131.521.1181.398581.797161.3701101.42521761.2093124281.4795973261.10080658121.3764405\
            3098601.82669546937641.110133112994711.1037093029970883601.105919308797935444986721.90194942772325003653456\
            1.85515537811724373585467087637721.8342250511483542640541811608704672321
 521     4  2.394004822498482103.1113152871547083276871904557.433598094341851039126807983969436278038008780825086953001\
            39440753105001301208327863183497231855097443132616234074593381193552006036820793086352829307553825814682955\
            3622723637770628450951970290566674610131
 522    31  2^3.7.13.19.37.59.349.523.757.5743.6091.28537.51679.74821.142159.261697.1253323.1383301.2178829.5385997.203\
            81027.32234893.37464463.16944904567.150224123975857.252929176627447.797319240844141.53670250194350899771.13\
            8039202551886811051656379000595379114410970054365084709582198180836351736189201
 523     5  2.8321977.4613832781.11866086131564450182638698021250813294291520625777937574023695741786666288462131042633\
            8818063.375656030269986330864181980582589955241317873372978050064866715649582215392313734570863675903206092\
            951494871237859761737939410419859274136823
 524    12  2^4.5.263.787.2621.114742271896804438572098194909.881304930739946561320646289889.60519958859114400310088130\
            6574406851660288427740394885828171.386635489442726097617859994542781724419174140554817785562304147308265154\
            3193427386531487589215791886356379404008399377661
 525    24  2.11^2.13.71.421.601.1093.4561.6301.8951.9601.81901.109201.368089.391151.1616161.2664097031.26751945361.209\
            8303812601.1430128198787051.2181094346193283895070901.11459299580388289258664119605215721251.18152161784287\
            526466656260676657745619458794205111305692802040389814271724083963016401
 526    14  2^3.53653.78901.255637.2750510656513.65397307474141.2246021051782237.153572905037740933.3524367493240385791\
            21.887168953916584879575348145255837.3688200234744568182050401066389522755138234431221709.14920594569126048\
            9932260421169866496202450752064742354476458724658954719
 527    11  2.683.1871.34511.102673.4404047.592116121.60805701944219890543261.35323611400399730994438310886415603767.65\
            71139389850819654513558788250435602044907293724948081755961.83186727510497323236658639009744389292057239926\
            6437287127977407811760471205797523856150937470949763
 528    37  2^6.5.7.13.17.23.41.67.73.89.97.193.577.661.769.3851.5501.6481.25411.176419.570461.660001.2382953.6922081.2\
            413941289.11096576833.56625998353.15656839738849.1363620137403810529.13490012358249728401.20431242370346923\
            068097.21850779949127161575788132161751353994853273431887723933745787078219094209601
 529     6  2.47.259211.1001523179.23547025228816850390464917780986445452254819293646758634559.434275582536926674775821\
            79287574724001864393167260711064510627768105257269595693645442879809860595287491584284107436639002934650861\
            50847194826006646114467690347796312840924559993
 530    18  2^3.11^2.61.107.3181.24169.78719947.61557605176233223.436200603555041251.3747607031112307667.18474777940736\
            174884324451.3449313707942322494318140511.45023598003342782094423520012240471861.57549961806165454782390882\
            62898984180906601.117828325349148295933404865121129559244706911
 531    13  2.13.709.757.3030949.14425532687.318413423593.52482008124253.489769993189671059.2224898159852613649.9736622\
            508037946817946068730077829.179197588057109824392880988379522349.115855242366371904647723470162551650088717\
            1129720169368774686662699924022608531835818729423195387461
 532    26  2^4.5.29.547.1093.1597.2851.11173.16493.101917.144173.363889.1084483.5301533.17837429.1256610601.7755867337.
            25480398173.719738936617.8757948941961838067.257513776243156826379279929309507.2959664237637885893247324765\
            12991.884966551837361529932291569891282853682874740034602124657391993075377
 533    10  2.83.218531.797161.2526913.13847341.86950696619.1930037901921949.150998319124240638554051708078408319882230\
            731449000713669057713.7883042862815906861504265211756982516171688170555130221678853379827026522092040013662\
            664709093256898291428386732137962884501006558180661363
 534    20  2^3.7.13.179.1069.2137.59809.264331.850666273.1125706177.64995477807679.1611479891519807.748414146903737647\
            116457.5042939439565996049162197.2444322641415331355533344283.181932967220635112252099081035759771.22700617\
            22000879968839976583683542421.337165483055999474909532425685921831037
 535    12  2.11^2.5351.18191.50077.229837.467591.12476029871.1357991694228074281.4896502850504512399342125040651603657\
            1557.172973853934496771101677385014444782695782698320389443561380743755203694490718536798407564896411872382\
            61765372941159662918184037181166550154118068620633325636121
 536    24  2^5.5.41.269.1609.1877.3217.11257.221101.5390821.50546266229.220876757609.441019876741.475384700124973.7195\
            71227339189.3303153326731482337.2583985068397606535128513.4299412981246169975118907.98487346250693517000961\
            93.38973747245285024501734924861369608367644793645526722342933671796217
 537    14  2.13.359.4297.56207.100957.19510643.291066066130451.6779963644378513811.749352523284764318713.8568932552695\
            444750981.161868664744491655705858963594331.475397205540953687028104590513677195842929.37812114176540064483\
            43913131826466715878844770812796591644083345578552346384709701
 538    12  2^3.10223.61333.262007.116075653.76305384036997.299470647963251.2495741091772787270460245477522721550255178\
            4969894669367.36196267628361725158694026739673690804473103993579563900517912153511.155971657868076766919202\
            91625641910938974071907958316973148155921390236953578833891
 539    15  2.23.491.1093.3851.4019.8233.20483.51157.131713.51457561.7151459701.76831835389.201792256204568810765652852\
            97998895427104238023763.59488127060598181036185588092024164722716352715109320778715108510797655420096934318\
            3454169800517343546946993390753476424627317298253719645187641041
 540    46  2^4.5^2.7.11^2.13.19.31.37.61.73.109.181.271.433.541.757.1181.1621.3511.4561.4591.8209.19441.19927.176401.3\
            87631.451441.487891.530713.755551.927001.47763361.53825041.73321201.86548771.150612481.150094634909578633.4\
            52808441334403281.235234345635395687521.773618132427345151923061.14325143676754029471787455941687663883841
 541     2  2.663084395471818436731691851499754503355465637904740797172567784209623516341640238400510288503463008441736\
            85211922100000030110290794816939840801464581437615825149014160661652808875906499541061276579396050160691058\
            5490086339893058591064091241255832207903808201
 542    13  2^3.3253.8916443.220586933947.688981583287.490543245624181.1940450784379411.2709600825365281117.23169883195\
            37740538182118778939772220401.729770264735473427204107210176391847546673529038253.2586852797771280836197806\
            6658579889576559130208360024345084977414463027844372456066131
 543     8  2.13.90863.890159.926328015235949414291418541.463363430282411974100538913890658610885126169932893.141274067\
            6235815729693013611798695493926336144083867368022228212267580445753.935975114952448503493066894077824159906\
            8738630482905316578749841689910635121351504043970515577
 544    32  2^7.5.17^2.41.103.137.193.307.1021.1871.34511.956353.5641553.21523361.23229617.1743831169.6458150122561.859\
